"","ID.deid","T1_Age","T1_Gender","T1_Ethnicity","T1c_BFI_open","T1c_BFI_conscientious","T1c_BFI_extraversion","T1c_BFI_agreeable","T1c_BFI_neurotic","T1_SWL_1","T1_SWL_2","T1_SWL_3","T1_SWL_4","T1_SWL_5","T1_SWL_Mean","T2_SWL_1","T2_SWL_2","T2_SWL_3","T2_SWL_4","T2_SWL_5","T2_SWL_Mean","T3_SWL_1","T3_SWL_2","T3_SWL_3","T3_SWL_4","T3_SWL_5","T3_SWL_Mean","T4_SWL_1","T4_SWL_2","T4_SWL_3","T4_SWL_4","T4_SWL_5","T4_SWL_Mean","T5_SWL_1","T5_SWL_2","T5_SWL_3","T5_SWL_4","T5_SWL_5","T5_SWL_Mean","T6_SWL_1","T6_SWL_2","T6_SWL_3","T6_SWL_4","T6_SWL_5","T6_SWL_Mean","T7_SWL_1","T7_SWL_2","T7_SWL_3","T7_SWL_4","T7_SWL_5","T7_SWL_Mean","T8_SWL_1","T8_SWL_2","T8_SWL_3","T8_SWL_4","T8_SWL_5","T8_SWL_Mean","T9_SWL_1","T9_SWL_2","T9_SWL_3","T9_SWL_4","T9_SWL_5","T9_SWL_Mean","T10_SWL_1","T10_SWL_2","T10_SWL_3","T10_SWL_4","T10_SWL_5","T10_SWL_Mean","T11_SWL_1","T11_SWL_2","T11_SWL_3","T11_SWL_4","T11_SWL_5","T11_SWL_Mean","T11_LifeSatisf_Change_1","T11_LifeSatisf_Change_2","T11_LifeSatisf_Change_3","T11_LifeSatisf_Change_4","T11_LifeSatisf_Change_5"
"621",621,36,2,2,2,1.66666666666667,2.66666666666667,2.33333333333333,2.33333333333333,5,6,6,6,5,5.6,4,4,3,3,3,3.4,5,4,5,5,5,4.8,4,4,5,4,2,3.8,5,4,4,3,3,3.8,4,5,5,5,6,5,4,5,5,3,4,4.2,NA,NA,NA,NA,NA,NA,4,5,4,5,5,4.6,5,3,5,4,5,4.4,5,4,5,5,5,4.8,2,4,3,4,5
"622",622,42,1,2,3.33333333333333,3,2.33333333333333,1,2.33333333333333,2,3,3,1,0,1.8,2,5,3,1,1,2.4,2,3,2,1,1,1.8,2,4,5,3,5,3.8,2,3,2,1,0,1.6,3,2,2,3,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,1,2.4,3,4,3,2,1,2.6,1,2,1,1,0,1,2,3,3,3,3
"623",623,29,2,1,2.66666666666667,2.66666666666667,2.66666666666667,3.66666666666667,1.33333333333333,5,5,6,6,6,5.6,2,2,4,3,4,3,0,4,1,4,4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",624,55,2,1,3,3.66666666666667,3,3.33333333333333,1,4,4,5,5,2,4,4,4,4,5,2,3.8,5,4,4,5,2,4,5,4,5,5,2,4.2,4,4,5,5,2,4,4,4,5,4,2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,3,2,3.4,4,3,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",625,31,1,5,3,2.33333333333333,1,2.33333333333333,2.33333333333333,3,3,2,2,1,2.2,3,3,3,3,1,2.6,NA,NA,NA,NA,NA,NA,3,3,3,2,5,3.2,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",626,39,1,1,3.33333333333333,3,1.33333333333333,3.66666666666667,0.666666666666667,3,3,3,4,4,3.4,4,4,4,5,4,4.2,3,3,4,5,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",627,45,2,1,NA,NA,NA,NA,NA,0,0,1,3,2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0.4,3,3,3,5,6
"628",628,33,2,4,0.666666666666667,1.33333333333333,1.33333333333333,3,3.33333333333333,5,4,5,5,4,4.6,NA,NA,NA,NA,NA,NA,5,4,5,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,0,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",629,34,2,1,3,4,2.33333333333333,3.66666666666667,2,4,3,4,4,3,3.6,4,4,4,4,3,3.8,5,4,5,4,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,6,5,5,4,0,4,6,5,3,1,7
"630",630,29,1,1,3,3.66666666666667,1.66666666666667,3.33333333333333,0.666666666666667,5,5,4,4,4,4.4,4,5,4,4,4,4.2,2,2,3,3,3,2.6,4,5,5,5,4,4.6,5,5,5,5,5,5,4,4,4,4,3,3.8,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",631,58,2,2,3.66666666666667,3.33333333333333,3.33333333333333,2.66666666666667,0.666666666666667,5,5,5,5,1,4.2,5,5,5,5,1,4.2,5,5,5,5,1,4.2,5,5,5,5,1,4.2,5,5,5,5,1,4.2,5,5,5,5,1,4.2,5,5,5,5,1,4.2,NA,NA,NA,NA,NA,NA,6,6,6,6,1,5,4,4,5,5,1,3.8,5,5,5,5,1,4.2,3,3,3,6,4
"632",632,45,1,2,2.33333333333333,4,1,3,0.666666666666667,3,3,4,4,1,3,3,3,4,4,1,3,3,3,4,4,1,3,3,3,4,3,1,2.8,3,3,4,3,1,2.8,3,3,4,4,1,3,4,3,4,4,1,3.2,NA,NA,NA,NA,NA,NA,4,4,5,3,1,3.4,3,3,4,4,1,3,3,4,4,3,1,3,1,3,4,3,4
"633",633,30,1,1,2,3,2,1.66666666666667,1.66666666666667,4,5,4,5,4,4.4,5,4,6,4,2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,4,2,3.8,NA,NA,NA,NA,NA,NA,5,3,5,4,3,4,NA,NA,NA,NA,NA,NA,5,4,6,5,5,5,5,4,3,3,0,3,6,5,6,6,5,5.6,5,5,5,6,6
"634",634,29,1,1,4,3.66666666666667,2,2.33333333333333,0.666666666666667,1,3,4,3,2,2.6,5,4,5,3,2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",635,38,2,2,NA,NA,NA,NA,NA,3,2,2,3,2,2.4,NA,NA,NA,NA,NA,NA,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",636,41,2,2,3.33333333333333,4,3.33333333333333,3.33333333333333,1.33333333333333,3,3,3,4,1,2.8,4,5,5,5,2,4.2,4,5,4,5,1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,1,3.6,4,4,5,4,1,3.6,1,3,3,5,4
"637",637,58,2,1,1,4,1.33333333333333,3.33333333333333,0,5,6,6,3,5,5,6,6,6,3,3,4.8,6,6,6,2,1,4.2,3,4,5,2,0,2.8,6,6,6,2,0,4,6,6,6,2,0,4,6,6,6,2,0,4,NA,NA,NA,NA,NA,NA,6,6,6,2,0,4,6,6,6,1,0,3.8,6,6,6,2,0,4,3,3,3,6,7
"638",638,63,1,2,3.66666666666667,3.66666666666667,3.33333333333333,2.66666666666667,1.66666666666667,2,2,1,2,0,1.4,0,1,3,2,0,1.2,2,2,4,1,0,1.8,2,1,2,1,0,1.2,2,1,2,1,0,1.2,NA,NA,NA,NA,NA,NA,1,2,2,1,0,1.2,NA,NA,NA,NA,NA,NA,2,2,4,1,0,1.8,3,2,3,3,0,2.2,0,2,3,3,0,1.6,4,3,1,3,6
"639",639,23,2,1,NA,NA,NA,NA,NA,2,2,2,1,0,1.4,NA,NA,NA,NA,NA,NA,2,3,3,3,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",640,38,1,1,4,1.66666666666667,2.33333333333333,3,2.33333333333333,5,5,5,4,4,4.6,5,5,5,5,3,4.6,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4.6,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,5,5,4,4,4.6,5,5,5,5,5,5,0,4,5,4,4
"641",641,48,2,2,3,1.66666666666667,1.66666666666667,2.33333333333333,1.66666666666667,0,1,1,1,0,0.6,1,2,3,1,0,1.4,2,3,4,3,4,3.2,1,2,3,2,1,1.8,0,1,1,1,0,0.6,1,2,1,1,0,1,2,1,2,3,2,2,NA,NA,NA,NA,NA,NA,2,3,3,2,4,2.8,2,1,1,2,0,1.2,4,3,2,3,0,2.4,2,1,2,3,5
"642",642,55,2,2,2.66666666666667,3.66666666666667,1,3,2.33333333333333,3,4,2,2,1,2.4,2,3,2,2,2,2.2,2,1,2,2,1,1.6,1,2,1,2,0,1.2,0,0,1,1,1,0.6,2,2,2,2,1,1.8,2,1,2,3,1,1.8,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,2,2,1,2,1,1.6,1,3,1,1,1,1.4,0,1,4,6,6
"643",643,22,1,2,1.66666666666667,2,1.33333333333333,1.66666666666667,2.33333333333333,2,2,2,3,4,2.6,3,3,4,4,2,3.2,2,2,3,4,4,3,2,3,4,4,3,3.2,4,3,2,2,3,2.8,3,2,2,3,4,2.8,4,3,4,1,4,3.2,NA,NA,NA,NA,NA,NA,4,3,2,1,3,2.6,1,2,3,4,4,2.8,4,4,2,1,3,2.8,2,4,2,3,5
"644",644,36,1,1,4,3.66666666666667,3,1.33333333333333,0,2,2,3,2,2,2.2,2,3,4,2,4,3,2,2,3,2,1,2,3,3,3,3,5,3.4,3,3,3,3,4,3.2,3,3,3,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3.4,3,3,5,3,4,3.6,3,3,4,3,4,3.4,4,3,3,1,7
"645",645,44,1,5,2.66666666666667,2.33333333333333,1.66666666666667,3.33333333333333,2,2,2,3,3,1,2.2,3,3,3,3,2,2.8,2,2,3,3,1,2.2,2,2,3,3,1,2.2,2,2,3,2,2,2.2,3,3,3,2,1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,2,2,2,2,1,1.8,3,3,3,2,1,2.4,5,3,3,5,3
"646",646,54,2,2,2,4,1.33333333333333,1.66666666666667,0.333333333333333,6,4,6,6,5,5.4,5,5,6,6,6,5.6,4,3,6,6,6,5,5,5,5,6,6,5.4,4,4,4,5,4,4.2,4,4,6,6,5,5,5,3,3,5,4,4,NA,NA,NA,NA,NA,NA,4,1,2,5,4,3.2,4,2,4,5,6,4.2,5,4,5,5,5,4.8,5,3,1,7,3
"647",647,27,2,1,2.33333333333333,1.66666666666667,2.33333333333333,3,2.33333333333333,5,5,5,5,3,4.6,4,4,4,4,2,3.6,4,4,4,4,3,3.8,3,3,4,4,2,3.2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",648,52,1,2,2.33333333333333,3.33333333333333,1,2.33333333333333,1.66666666666667,2,4,2,2,1,2.2,2,4,3,1,1,2.2,2,4,3,1,1,2.2,2,5,3,2,1,2.6,2,4,3,1,1,2.2,2,4,3,2,1,2.4,2,4,2,2,1,2.2,NA,NA,NA,NA,NA,NA,2,4,2,1,1,2,1,3,1,1,1,1.4,1,3,1,1,0,1.2,2,1,1,7,3
"649",649,49,2,1,2,3.33333333333333,0.333333333333333,1.66666666666667,2,3,3,3,3,1,2.6,2,3,2,3,2,2.4,3,3,3,3,2,2.8,3,3,3,3,0,2.4,2,2,2,2,0,1.6,3,3,3,4,0,2.6,1,1,1,5,0,1.6,NA,NA,NA,NA,NA,NA,0,3,2,3,0,1.6,3,3,3,3,0,2.4,3,3,3,3,0,2.4,5,3,4,5,4
"650",650,34,1,1,4,1.33333333333333,0.333333333333333,1.33333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,7,3
"651",651,26,2,1,1,1.66666666666667,2.33333333333333,2.66666666666667,3,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1.4,NA,NA,NA,NA,NA,NA,3,3,3,1,1,2.2,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2.6,1,1,3,0,1,1.2,1,1,1,1,1,1,1,4,3,3,6
"652",652,27,2,1,NA,NA,NA,NA,NA,3,3,2,3,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1.6,3,4,2,4,4
"653",653,34,2,2,1,3,1.66666666666667,1.66666666666667,2.33333333333333,5,5,5,5,1,4.2,5,5,5,5,3,4.6,2,4,4,4,1,3,4,4,4,4,2,3.6,4,4,3,4,1,3.2,5,5,5,5,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,3.4,5,5,5,5,1,4.2,5,5,5,5,1,4.2,3,2,2,3,5
"654",654,40,2,1,3.33333333333333,3.33333333333333,3,3.66666666666667,0.666666666666667,4,3,4,5,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",655,53,1,1,3.33333333333333,3.66666666666667,0.666666666666667,3,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,7
"656",656,31,1,2,3.66666666666667,1.66666666666667,2.33333333333333,3.33333333333333,2,6,4,5,6,5,5.2,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,5,4,5,5,4,4.6,5,5,5,6,4,5,NA,NA,NA,NA,NA,NA,6,5,5,6,5,5.4,NA,NA,NA,NA,NA,NA,6,5,6,5,5,5.4,5,3,3,1,7
"657",657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",658,42,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",659,31,1,2,1.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,2.33333333333333,4,4,4,4,3,3.8,5,5,5,4,3,4.4,5,5,5,5,3,4.6,4,3,4,4,2,3.4,4,4,5,5,3,4.2,4,4,4,4,3,3.8,4,4,4,3,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,2,2.8,3,3,3,4,4
"660",660,47,2,2,3.33333333333333,3,0.333333333333333,3.33333333333333,2.33333333333333,3,4,3,4,0,2.8,4,4,4,4,1,3.4,4,5,5,5,1,4,2,4,3,4,1,2.8,1,1,1,4,1,1.6,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0.8,NA,NA,NA,NA,NA,NA,2,4,2,4,1,2.6,4,5,5,5,1,4,5,5,5,5,3,4.6,6,4,3,4,5
"661",661,33,2,1,3.33333333333333,2.66666666666667,0,2.66666666666667,3,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0.2,0,0,1,1,0,0.4,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0.2,0,3,3,7,6
"662",662,30,1,2,3.66666666666667,2,2.33333333333333,3.66666666666667,2,1,1,2,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",663,40,2,2,3,2.33333333333333,0,2.66666666666667,3.66666666666667,0,1,0,1,0,0.4,0,2,0,1,0,0.6,0,3,0,1,0,0.8,0,3,0,1,0,0.8,0,3,0,1,0,0.8,0,3,0,1,0,0.8,0,3,0,1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,0,0.8,5,3,1,6,3
"664",664,70,2,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,0,2.4,1,2,3,1,0,1.4,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",665,38,2,2,2.66666666666667,2.66666666666667,2.33333333333333,2.33333333333333,1.66666666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5.6,4,5,4,5,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",666,60,1,2,3.66666666666667,4,3.66666666666667,4,0,6,6,6,6,6,6,5,5,6,6,6,5.6,6,5,6,6,6,5.8,6,5,6,6,6,5.8,6,5,6,6,6,5.8,6,5,6,6,6,5.8,5,5,6,6,6,5.6,NA,NA,NA,NA,NA,NA,6,5,6,6,6,5.8,6,5,6,6,6,5.8,6,5,6,6,6,5.8,4,3,1,2,7
"667",667,NA,NA,NA,1.33333333333333,3.66666666666667,2.66666666666667,2.66666666666667,1,NA,NA,NA,NA,NA,NA,4,3,2,5,4,3.6,4,4,4,4,5,4.2,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,4,4.4,5,5,5,4,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",668,47,2,1,2.66666666666667,3.33333333333333,0.333333333333333,3,0,6,6,6,4,4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,5,5.4,5,5,6,6,5,5.4,5,5,6,5,5,5.2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,6,6,5,5.4,5,4,5,5,5,4.8,6,6,5,5,4,5.2,3,4,3,5,4
"669",669,35,2,1,NA,NA,NA,NA,NA,1,1,3,6,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",670,29,1,2,3,3.33333333333333,3.33333333333333,2.66666666666667,0.666666666666667,4,5,5,5,2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,3.4,4,4,5,5,2,4,3,4,5,5,1,3.6,4,4,5,4,1,3.6,NA,NA,NA,NA,NA,NA,3,3,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",671,31,1,2,2.66666666666667,4,2,3.33333333333333,1,4,5,5,3,1,3.6,3,4,3,3,1,2.8,2,3,2,3,1,2.2,4,4,4,4,2,3.6,3,4,4,4,1,3.2,3,3,3,4,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",672,50,1,2,3.33333333333333,2.33333333333333,1.33333333333333,3.33333333333333,2.66666666666667,4,5,4,4,1,3.6,4,5,5,5,1,4,5,6,5,5,1,4.4,5,5,4,5,1,4,5,6,5,5,1,4.4,4,5,5,5,1,4,4,5,4,5,1,3.8,NA,NA,NA,NA,NA,NA,4,5,5,6,1,4.2,NA,NA,NA,NA,NA,NA,4,5,5,4,1,3.8,2,2,1,3,6
"673",673,45,2,2,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",674,47,2,1,2.33333333333333,2,2,3,1.33333333333333,2,3,3,2,2,2.4,1,1,2,1,1,1.2,3,3,2,2,2,2.4,1,1,2,2,1,1.4,3,3,3,3,1,2.6,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,2,3,3,1,2.4,2,1,1,1,1,1.2,3,2,2,2,1,2,4,3,2,6,5
"675",675,32,2,2,3.33333333333333,3.66666666666667,0.666666666666667,1.66666666666667,3.33333333333333,6,6,6,6,5,5.8,6,6,6,6,5,5.8,3,5,4,5,3,4,5,5,5,5,4,4.8,5,5,5,5,4,4.8,6,6,6,6,5,5.8,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",676,33,1,2,3.66666666666667,4,2.66666666666667,3,0,3,3,3,3,1,2.6,1,3,3,3,1,2.2,3,3,4,3,1,2.8,3,3,4,3,1,2.8,3,3,4,3,1,2.8,3,4,4,3,1,3,3,3,4,3,1,2.8,NA,NA,NA,NA,NA,NA,3,3,4,3,1,2.8,3,3,3,3,1,2.6,3,3,4,3,1,2.8,3,4,4,5,4
"677",677,23,1,2,4,3.66666666666667,2.66666666666667,1.66666666666667,0.666666666666667,2,2,3,4,1,2.4,3,3,4,3,2,3,3,4,5,4,2,3.6,3,3,5,4,2,3.4,4,5,5,5,2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",678,29,1,1,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,4,3,6,3,6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",679,30,1,2,NA,NA,NA,NA,NA,1,1,1,0,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",680,39,1,2,1.33333333333333,3.33333333333333,1,1.33333333333333,2.33333333333333,4,4,5,5,4,4.4,4,4,5,5,4,4.4,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4.8,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,5,4,4.2,4,4,4,4,4,4,4,4,4,5,5
